Title,Price,Condition,Mileage,Year,Engine Capacity,Brand,Model
2019 Mitsubishi TRITON 2.4 VGT ADVENTURE X (A) 4X4,84999.0,Used,92499,,2442.0,Mitsubishi,TRITON
2021 Toyota HARRIER 2.0 Z JBL HUD DIM BSM Ori Mile,176000.0,Recon,22499,,1986.0,Toyota,HARRIER
2019 Renault CAPTUR 1.2 TCe (A),40000.0,Used,42499,,1197.0,Renault,CAPTUR
2019 Renault CAPTUR 1.2 TCe (A),40000.0,Used,37499,,1197.0,Renault,CAPTUR
2019 Renault CAPTUR 1.2 TCe (A),40000.0,Used,67499,,1197.0,Renault,CAPTUR
2019 Mazda CX-5 2.0 G 2WD HIGH SPEC FACELIFT (A),95800.0,Used,77499,,1998.0,Mazda,CX-5
2022 Proton X70 PREMIUM 2WD 1.8L (A),72800.0,Used,32499,,1799.0,Proton,X70
2016 Proton EXORA 1.6 SUPER PREMIUM FACELIFT (A),20800.0,Used,114999,,1561.0,Proton,EXORA
2012 Toyota ALPHARD 2.4 X ❤️ 5 YEAR WARRANTY,67800.0,Used,97499,2012.0,2362.0,Toyota,ALPHARD
2023 Perodua ALZA 1.5 AV 🌙 BEST PRICE HARI RAYA,68800.0,Used,27499,2023.0,1496.0,Perodua,ALZA
2015 Honda JAZZ 1.5 E (A),40800.0,Used,114999,,1497.0,Honda,JAZZ
2014 Mazda CX-5 2.0 2WD HIGH SPEC (A) 3 Y Warranty,37800.0,Used,82499,,1998.0,Mazda,CX-5
2023 Lamborghini URUS 4.0 Full ADAS 6K KM Unreg,2080000.0,Recon,7499,,3996.0,Unknown,Unknown
2020 Mini COOPER JCW CLUBMAN 2.0 HUD 306HP JP SPEC,199000.0,Recon,22499,,1998.0,Mini,COOPER
2023 Toyota HARRIER 2.0G PRECRASH DIM BSM GRADE 5A,185000.0,Recon,12499,,1986.0,Toyota,HARRIER
2025 CIVIC 1.5 E  highest rebate ready stock,125900.0,New,2499,,1498.0,Unknown,Unknown
2023 Toyota VELLFIRE 2.4 Z PREMIER BROWN INTERIOR,425000.0,Recon,2499,,2393.0,Toyota,VELLFIRE
2021 Mercedes Benz A35 2.0 AMG 4 MATIC FULLY LOADE,238000.0,Recon,32499,,1991.0,Mercedes,Benz
2021 Mercedes Benz CLA250 AMG 4MATIC FULLY LOADED,256000.0,Recon,27499,,1991.0,Mercedes,Benz
2020 Mercedes Benz A35 AMG 4MATIC PREMIUM PLUS,249000.0,Recon,22499,,1991.0,Mercedes,Benz
2010 Toyota VELLFIRE 3.5 VL ⭐️⭐️BANYAK PILIHAN⭐️⭐,62800.0,Used,97499,,3456.0,Toyota,VELLFIRE
2020 Mini COOPER S 2.0L (A) Hatchback 5 DOOR UNREG,145000.0,Recon,47499,,1998.0,Mini,COOPER
2021 Toyota ALPHARD 2.5 SC sunroof,211700.0,Recon,42499,,2493.0,Toyota,ALPHARD
2021 Toyota ALPHARD 2.5 2 PB,175700.0,Recon,37499,,2493.0,Toyota,ALPHARD
2020 Toyota ALPHARD 2.5 SC Sunroof,201700.0,Recon,37499,,2493.0,Toyota,ALPHARD
2022 Toyota ALPHARD S 2.5   SR DIM BSM,193700.0,Recon,27499,,2493.0,Toyota,ALPHARD
2020 Toyota ALPHARD 2.5 MODELISTA kit,169700.0,Recon,37499,,2493.0,Toyota,ALPHARD
2021 Perodua MYVI 1.5 AV / 51K MILEAGE/FULLSERVICE,41800.0,Used,52499,2021.0,1496.0,Perodua,MYVI
2012 Mercedes Benz E250 CGI 1.8 (A) FREE WARRANTY,58800.0,Used,87499,2012.0,1796.0,Mercedes,Benz
"2024 Toyota HARRIER 2.0 G, Grade 5A, 6K Mileage",215000.0,Recon,7499,,1987.0,Toyota,HARRIER
NEGO 2020 Land Rover DEFENDER P400 X DYNAMIC 110,520000.0,Recon,42499,,2996.0,Land Rover,DEFENDER
2014 Perodua MYVI 1.3 SE ZHS (A) FULL LOAN,18800.0,Used,92499,2014.0,1298.0,Perodua,MYVI
2018 Toyota HILUX 2.8 LE FACELIFT (A) 92K MILEAGE,87800.0,Used,97499,2018.0,2755.0,Toyota,HILUX
2015 Ford RANGER 2.2 XLT (HI RIDER) (A) LOAN KEDAI,29980.0,Used,92499,,2198.0,Ford,RANGER
NEGO 2020 Porsche CARRERA 911 4S PDCC/RADAR PACK,820000.0,Recon,27499,,2981.0,Porsche,CARRERA
2020 Honda CIVIC 1.8 S (A)CONVERT BODYKIT,72800.0,Used,92499,2020.0,1799.0,Honda,CIVIC
"Honda CITY 1.5 E FACELIFT(A) FULL LOAN, 30k KM+ V",42800.0,Used,32499,,1497.0,Honda,CITY
2005 Toyota VIOS 1.5 E (A) SMOOTH ENGINE G,12800.0,Used,154999,,1497.0,Toyota,VIOS
"Mazda 3 2.0 SPORT HATCHBACK (A) HB , FULL LOAN",21800.0,Used,87499,,1999.0,Mazda,3
Bmw 330E 2.0 B48 Full ServRec F/Bodykit 4NewTyres,68900.0,Used,67499,2019.0,1998.0,BMW,330E
NEGO 2020 Range Rover VELAR P250 2.0 S R-DYNAMIC,310000.0,Recon,47499,,1998.0,Unknown,Unknown
"2022 Toyota HARRIER Z LEATHER, Gred 5A, 5k Mileage",200000.0,Recon,7499,,1986.0,Toyota,HARRIER
2023 Suzuki JIMNY 1.5 Sierra JC 5K KM GRADE 5A,149000.0,Recon,7499,,1462.0,Suzuki,JIMNY
2021 Bmw 840i M SPORT 3.0 (6 UNIT) READY STOCK,358000.0,Recon,12499,,2998.0,BMW,840i
2021 Mclaren GT 4.0 V8 (No Extra Charges) Unreg,998000.0,Recon,12499,,3994.0,Unknown,Unknown
NEGO 2021 Nissan GT-R 35 BLACK EDITION RECARO,718000.0,Recon,7499,,3799.0,Nissan,GT-R
"2024 Toyota HARRIER 2.0 G, Harrier G, 9K Mileage",199000.0,Recon,7499,,1987.0,Toyota,HARRIER
2017 Honda HR-V 1.8 E V FULL SERVICE LOW MILEAGE,46800.0,Used,82499,2017.0,1799.0,Honda,HR-V
2020 Perodua MYVI 1.5 ADVANCE BODYKIT ANDROID RIMS,43800.0,Used,62499,2020.0,1496.0,Perodua,MYVI
2017 Proton SAGA 1.3 EXECUTIVE CVT OFFER WARRANTY,14800.0,Used,72499,2017.0,1332.0,Proton,SAGA
2021 Toyota ALPHARD 2.5 SC (A)Promo Japan Rim 20,222000.0,Recon,27499,,2493.0,Toyota,ALPHARD
2018 Honda CIVIC 1.8 S i-VTEC WARRANTY TYPE-R KIT,67800.0,Used,92499,2018.0,1799.0,Honda,CIVIC
2014 Toyota INNOVA 2.0 G 1 OWNER CONDITION TIPTOP,38800.0,Used,92499,2014.0,1998.0,Toyota,INNOVA
2018 Honda JAZZ 1.5 E V SPORT RIMS REVISE CAMERA,54800.0,Used,82499,2018.0,1497.0,Honda,JAZZ
2020 MercBenz E200 AMG FACELIFTS FULLY LOADED UNRG,232000.0,Recon,42499,,1496.0,Unknown,Unknown
2024 Toyota VELLFIRE 2.4 Z PREMIER (A) LIKE NEW 6A,426800.0,Recon,2499,,2393.0,Toyota,VELLFIRE
2020 Toyota ALPHARD 3.5 V6 SC MODELLISTA FULL SPEC,249000.0,Recon,37499,,3456.0,Toyota,ALPHARD
2020 Ferrari F8 Tributo 3.9 Turbo All Carbon 710Hp,1580000.0,Recon,2499,,3902.0,Unknown,Unknown
PROTON S70 all variant / PM for Latest {Rebate},69800.0,New,2499,,1477.0,Proton,S70
2020 Toyota HARRIER 2.0G JBL SOUNDS DIM BSM UNREG,155000.0,Recon,27499,,1986.0,Toyota,HARRIER
2025 Perodua MYVI 1.5 X MY17 FACELIFT (A),50900.0,New,2499,,1496.0,Perodua,MYVI
2025 Perodua MYVI 1.5 AV MY17 FACELIFT (A),59900.0,New,2499,,1496.0,Perodua,MYVI
2025 Perodua ATIVA AV MY21 D55L (A),72400.0,New,2499,,998.0,Perodua,ATIVA
2019 Mazda CX-5 2.0 G 2WD HIGHSPEC FACELIFT/1OWNER,84800.0,Used,92499,2019.0,1998.0,Mazda,CX-5
2022 Lamborghini 4.0 Urus Pearl Capsule Mileage 9k,1630000.0,Recon,7499,,3996.0,Unknown,Unknown
2010 Honda CIVIC 2.0 S i-VTEC FACELIFT (A),43300.0,Used,164999,2010.0,1998.0,Honda,CIVIC
2014 Perodua ALZA 1.5 SE ZS FACELIFT (A)77K KM,28300.0,Used,72499,2014.0,1495.0,Perodua,ALZA
2024 Perodua ATIVA 1.0 H MY21 D55L (A),66300.0,New,2499,,998.0,Perodua,ATIVA
2020 Porsche 911 3.0 Carrera S Sport Exhaust 450Hp,688000.0,Recon,7499,,2981.0,Porsche,911
2007 Toyota CAMRY 2.0 G (A) Cash Only,17200.0,Used,104999,2007.0,1998.0,Toyota,CAMRY
2012 Perodua MYVI 1.3 EZi (A),19800.0,Used,144999,2012.0,1298.0,Perodua,MYVI
2017 Toyota CAMRY 2.0 GX FACELIFT (A),93800.0,Used,87499,2017.0,1998.0,Toyota,CAMRY
2020 Toyota ALPHARD 2.5 S TYPE GOLD (A),200000.0,Recon,32499,,2493.0,Toyota,ALPHARD
2019 Toyota CAMRY 2.5 V (A),151800.0,Used,114999,2019.0,2494.0,Toyota,CAMRY
2015 Toyota CAMRY 2.0 G (A),55800.0,New,104999,,1998.0,Toyota,CAMRY
2018 Mercedes Benz E200 AVANTGARDE F/SVC Mercedes,113800.0,Used,92499,,1991.0,Mercedes,Benz
2022 Bmw X3 2.0 xDrive30e M-Sport F/SVC & Wnty BMW,235800.0,Used,42499,2022.0,1998.0,BMW,X3
2014 Toyota VELLFIRE 2.4 Z GOLDEN EYES FACELIFT,89800.0,Used,114999,2014.0,2362.0,Toyota,VELLFIRE
2016 Mini COOPER 1.5 (A) Service Record MINI 1 Own,59800.0,Used,97499,,1499.0,Mini,COOPER
2019 Honda CIVIC 1.5TCP F/Exhuast F/SerVRec 1Owner,83900.0,Used,92499,2019.0,1498.0,Honda,CIVIC
2021 Mercedes-Benz G63 4.0 AMG Black Mileage 8k,918000.0,Recon,7499,,3982.0,Mercedes,-Benz
2015 Mazda 3 1.6 SPORT (A) WARRANTY 3YRS T&C,22800.0,Used,124999,2015.0,1598.0,Mazda,3
2019 MercBenz A250 2.0 4MATIC TURBO JAPAN UNREG,139000.0,Recon,47499,,1991.0,Unknown,Unknown
2020 Toyota SUPRA 3.0 RZ (A) STAGE 2 FULL SPEC .,296000.0,Recon,27499,,2998.0,Toyota,SUPRA
2016 Toyota LANDCRUISER 4.6 ZX (A) FULL SPEC,228000.0,Used,67499,2016.0,4608.0,Toyota,LANDCRUISER
2011 Honda CIVIC 1.8 i-VTEC(A) 70k km !! one owner,34800.0,Used,77499,2011.0,1799.0,Honda,CIVIC
1998 Honda CIVIC 1.6 (A) SUPER CHEAPEST PRICE!100%,12800.0,Used,174999,1998.0,1598.0,Honda,CIVIC
2017 Honda HR-V 1.8 V F/S RECORD 100% FULL LOAN,48800.0,Used,114999,2017.0,1799.0,Honda,HR-V
2012 Honda CR-V 2.0 i-VTEC FACELIFT (A) CASH,25800.0,Used,144999,2012.0,1997.0,Honda,CR-V
2018 Honda CR-V 2.0 2WD (A) BEST DEAL,76800.0,Used,104999,,1997.0,Honda,CR-V
2016 Toyota VELLFIRE 2.5 Z A EDITION GOLDEN EYE,153800.0,Used,62499,,2493.0,Toyota,VELLFIRE
2023 Mercedes Benz E200 2.0 AVANTGARDE MY19 W213,215800.0,Used,67499,,1991.0,Mercedes,Benz
2017 Mercedes Benz E200 2.0 AMG (A)14 K KM MIL,134800.0,Used,12499,,1991.0,Mercedes,Benz
Bmw 318i 1.5 LUXURY F30 LCI F/LIFT M SPORT FSR80k,72800.0,Used,82499,2019.0,1499.0,BMW,318i
2017 Mercedes Benz G350D 3.0 4MATIC (A),390000.0,Used,87499,,2987.0,Mercedes,Benz
2011 Honda CITY 1.5 S GM2 I-VTEC MODULO Facelift,16800.0,Used,97499,2011.0,1497.0,Honda,CITY
P CAYENNE 3.0 D 958 HAMANN PBoot Burmester ImpBARU,79800.0,Used,82499,2012.0,2967.0,Unknown,Unknown
2020 Honda ACCORD 1.5 TC-P (A)HIGH SPEC PREMIUM,97800.0,Used,67499,2020.0,1498.0,Honda,ACCORD
2018 Perodua MYVI 1.5 ADVANCE (A)ORI LOW MILEAGE,39800.0,Used,52499,2018.0,1496.0,Perodua,MYVI
2013 Honda CIVIC 1.5 (HYBRID) (A)CAR GOODCONDITION,21800.0,Used,97499,2013.0,1497.0,Honda,CIVIC
2016 Bmw 320i SPORT LINE (CKD) 2.0 FACELIFT (A),68800.0,Used,97499,2016.0,1998.0,BMW,320i
2021 Toyota HARRIER 2.0 Z LEATHER PKG,179000.0,Recon,27499,,1986.0,Toyota,HARRIER
2010 Honda ACCORD 2.0 VTi (A) LEATHER SEATS,19800.0,Used,184999,2010.0,1997.0,Honda,ACCORD
2021 Toyota ALPHARD 2.5 SC (A) UNREG,221000.0,Recon,37499,,2493.0,Toyota,ALPHARD
2023 Toyota ALPHARD 2.5 Z (A) UNREG,328000.0,Recon,7499,,2493.0,Toyota,ALPHARD
2014 Toyota HILUX 3.0 G VNT (A) 1 OWNER,48800.0,Used,174999,2014.0,2982.0,Toyota,HILUX
2019 Perodua MYVI 1.3 X PREMIUM (A) 1 OWNER,34800.0,Used,82499,2019.0,1329.0,Perodua,MYVI
2021 Toyota ALPHARD 2.5 SC (A) UNREG,219000.0,Recon,27499,,2493.0,Toyota,ALPHARD
Mits OUTLANDER 2.4 AWD RE FACELIFT FULLSPEC Reg.19,69800.0,Used,82499,2018.0,2378.0,Unknown,Unknown
Bmw 523i 2.5 F10 LWB FL G30 LCI F90 M5 Competition,58800.0,Used,104999,2011.0,2497.0,BMW,523i
2016 Perodua AXIA 1.0 G (A) -1 OWNER/BODYKIT,20800.0,Used,124999,2016.0,998.0,Perodua,AXIA
2019 Honda CIVIC 1.8 S (A) -FULL LOAN.FULL SERVICE,75800.0,Used,77499,2019.0,1799.0,Honda,CIVIC
2017 Volkswagen GOLF 2.0 GTi (A) 7.5 -DIRECT OWNER,159900.0,Used,87499,2017.0,1984.0,Volkswagen,GOLF
2015 Honda JAZZ 1.5 V (A)1OWNER/FULL SERVICE HONDA,44800.0,Used,134999,2015.0,1497.0,Honda,JAZZ
UNREG 2020 Mercedes Benz A250 AMG LINE 2.0(A)BEST,175500.0,Recon,22499,,1991.0,Mercedes,Benz
2018 Volkswagen JETTA 1.4 TSI HIGHLINE Pstar Pseat,40800.0,Used,37499,,1395.0,Volkswagen,JETTA
RECOND Mercedes Benz A35 2.0 AMG (A) 🔥HIGH LOAN🔥,233000.0,Recon,27499,,1991.0,Mercedes,Benz
2023 Toyota ALPHARD 2.5 SC FULL JBL 5A 360CAM,266688.0,Recon,12499,,2493.0,Toyota,ALPHARD
2015 Mercedes Benz A200 (CBU) 1.6 (A) PADDLE SHIFT,70800.0,Used,134999,2015.0,1595.0,Mercedes,Benz
2020 Toyota HARRIER 2.0 Z LEATHER FULL SPEC,176688.0,Recon,12499,,1986.0,Toyota,HARRIER
2019 Weststar MAXUS G10 2.0 EXECUTIVE (A) SUNROOF,97800.0,Used,52499,2019.0,1995.0,Unknown,Unknown
-2018- LOAN KEDAI Proton PERSONA 1.6 PREMIUM (A),22980.0,Used,82499,,1597.0,Proton,PERSONA
2020 Toyota SUPRA 3.0 RZ with Red & Black Interior,282001.0,Recon,37499,,2998.0,Toyota,SUPRA
-2015- LOAN KEDAI Toyota CAMRY 2.5 V (A) FULL LOAN,46980.0,Used,92499,,2494.0,Toyota,CAMRY
"2022 Toyota SUPRA SZ 2.0 19,xxx km Red & BlackSeat",284001.0,Recon,17499,,1998.0,Toyota,SUPRA
"2020 Toyota SUPRA 3.0 RZ 12,xxx km Grade 4.5 B",286001.0,Recon,12499,,2998.0,Toyota,SUPRA
2013 LOAN KEDAI Honda ACCORD 2.4 VTi-L F/LIFT (A),29980.0,Used,104999,,2354.0,Honda,ACCORD
2017 Proton IRIZ 1.3 EXECUTIVE (A),19800.0,Used,87499,2017.0,1332.0,Proton,IRIZ
2022 Land Rover DEFENDER 2.0 90 P300 LOW MILEAGE,299000.0,Recon,12499,,1995.0,Land Rover,DEFENDER
2021 Toyota ALPHARD 2.5 SC (A) Sunroof Mileage 12k,225000.0,Recon,12499,,2493.0,Toyota,ALPHARD
2023 Toyota Alphard 2.5 Z Modellista Kit Side Step,328000.0,Recon,12499,,2493.0,Toyota,Alphard
2021 Mercedes Benz CLA250 2.0 4 MATIC FACELIFT (A),229000.0,Recon,27499,,1991.0,Mercedes,Benz
2008 Honda ACCORD 2.0 I-VTEC (A),18800.0,Used,124999,2008.0,1997.0,Honda,ACCORD
2021 Toyota ALPHARD 2.5 SC SUNROOF DIM BSM UNREG,217000.0,Recon,32499,,2493.0,Toyota,ALPHARD
2020 Toyota HARRIER 2.0 Z LEATHER Surround Camera,172000.0,Recon,22499,,1986.0,Toyota,HARRIER
2021 Toyota ALPHARD 2.5 SC DIM BSM MODELLISTA UNRE,217000.0,Recon,57499,,2493.0,Toyota,ALPHARD
2024 Toyota CROWN SPORT MODELISTA 2.5 Sunroof,318000.0,Recon,12499,,2487.0,Toyota,CROWN
2023 Mercedes Benz GLC300 2.04MATIC X254 F.S.R 10K,328800.0,Used,12499,2023.0,1999.0,Mercedes,Benz
2014 Perodua AXIA 1.0 G (A)100% ACC FREE/1 OWNER,17800.0,Used,154999,2014.0,998.0,Perodua,AXIA
2014 Proton EXORA 1.6 BOLD (A)TURBO/7SEATER,17500.0,Used,144999,2014.0,1597.0,Proton,EXORA
2015 Toyota VELLFIRE 2.5 ZG MODELLISTA BODYKIT JBL,137900.0,Used,62499,2015.0,2493.0,Toyota,VELLFIRE
2021 Mazda 3 LIFTBACK HIGH PLUS 2.0 F.S.R 50K,117800.0,Used,52499,2021.0,1998.0,Mazda,3
2019 Bmw X3 2.0 xDRIVE30i LUXURY F.S.R 90K KM G01,119800.0,Used,92499,2019.0,1998.0,BMW,X3
2023 Suzuki SWIFT 1.4 SPORT 13K KM 4.5/A MUFFLER,129000.0,Recon,12499,,1373.0,Suzuki,SWIFT
"2023 Toyota ALPHARD 2.5 Z S,ROOF DIM BSM SIDE STEP",323000.0,Recon,12499,,2493.0,Toyota,ALPHARD
"2023 Honda CIVIC 2.0 TYPE R (FL5) 6,xxx km Grade 5",285001.0,Recon,7499,,1995.0,Honda,CIVIC
"2022 Toyota ALPHARD 2.5 SC (4A BSM,DIM)",228000.0,Recon,22499,,2493.0,Toyota,ALPHARD
2021 Toyota ALPHARD 2.5 SC (44k Milleage 4B Grade),209000.0,Recon,42499,,2493.0,Toyota,ALPHARD
2022 Toyota ALPHARD 2.5 SC (Purple Colour) 4.5A,232000.0,Recon,12499,,2493.0,Toyota,ALPHARD
2018 Perodua MYVI 1.5 ADVANCE (A),39800.0,Used,154999,2018.0,1496.0,Perodua,MYVI
2023 Toyota COROLLA CROSS 1.8 HYBRID MY21 XG10 (A),123800.0,Used,2499,2023.0,1798.0,Toyota,COROLLA
2019 Perodua AXIA 1.0 SE (A),28800.0,Used,82499,,998.0,Perodua,AXIA
2018 Perodua BEZZA 1.3 PREMIUM X (A),31800.0,Used,87499,,1329.0,Perodua,BEZZA
2018 Perodua AXIA 1.0 SE FACELIFT (A),26800.0,Used,104999,,998.0,Perodua,AXIA
2013 Mercedes Benz A250 2.0 AMG (A)  Ori Mileage,58800.0,Used,124999,2013.0,1991.0,Mercedes,Benz
2008 Perodua MYVI 1.3 SE ZHS FACELIFT (A),11200.0,Used,134999,,1298.0,Perodua,MYVI
2014 Honda CITY 1.5 V (A) 1YRWARRANTY NICENUMBER,29800.0,Used,104999,2014.0,1497.0,Honda,CITY
Honda CITY 1.5 S+ (A) ANDROID PLAYER MONTHLY 655,35800.0,Used,92499,2016.0,1497.0,Honda,CITY
2024 Toyota ALPHARD 2.5 Z SR HUD DIM BSM PCS Unreg,340000.0,Recon,2499,,2493.0,Toyota,ALPHARD
2022 Mercedes Benz G63 4.0 AMG 5A 4K KM UNREG,1168000.0,Recon,2499,,3982.0,Mercedes,Benz
Toyota HARRIER 2.0 G TOMS BODYKIT BSM 20K KM 2022,173000.0,Recon,17499,,1986.0,Toyota,HARRIER
Mazda 3 2.0 SEDAN HIGH SKYACTIV (A) FULL LOAN,40800.0,Used,87499,,1998.0,Mazda,3
Toyota COROLLA ALTIS 1.8 G FACELIFT (A) FULL LOAN,27800.0,Used,104999,2012.0,1798.0,Toyota,COROLLA
"Mazda 3 1.6 SEDAN (A) LEATHER SEAT , FULL LOAN",19800.0,Used,97499,,1598.0,Mazda,3
Proton SAGA PREMIUM 1.3 (A) GENUINE 11K MILEAGES,25800.0,Used,12499,,1332.0,Proton,SAGA
2021 Porsche 992 Carrera S Unreg - Japan. PDCC,808000.0,Recon,7499,,2981.0,Porsche,992
2020 Toyota HARRIER 2.0G JBL SOUNDS PRECRASH BSM,158000.0,Recon,17499,,1986.0,Toyota,HARRIER
2020 Toyota ALPHARD 2.5 X Sunroof 4.5/B 35K KM,177000.0,Recon,37499,,2493.0,Toyota,ALPHARD
2021 Merc Benz GLA35 AMG 4MATIC BURMESTER SOUNDS,223000.0,Recon,17499,,1991.0,Unknown,Unknown
2010 MitsubishiTRITON 2.5 FACELIFT(A)FREE WARRANTY,38800.0,Used,104999,,2477.0,Mitsubishi,TRITON
2023 Porsche Carrera GTS Unreg - Lifting. Carbon,1280000.0,New,12499,,2981.0,Porsche,Carrera
2024 Honda CIVIC 2.0 TYPE R FL5 NEW CAR BLUE UNREG,299000.0,Recon,2499,,1996.0,Honda,CIVIC
2023 Honda CIVIC 2.0 TYPE R 5A 3K KM WITH REPORT,282000.0,Recon,2499,,1996.0,Honda,CIVIC
2023 Honda CIVIC 2.0 TYPE R (FL5) NEW CAR 6A GRADE,279000.0,Recon,2499,,1995.0,Honda,CIVIC
2022 Toyota ALPHARD 2.5 X DIM BSM GRADE 4.5 18K KM,198000.0,Recon,17499,,2493.0,Toyota,ALPHARD
2024 Toyota ALPHARD 2.5 Z New Car SR DIM BSM Unreg,338000.0,Recon,2499,,2493.0,Toyota,ALPHARD
2021 Honda CITY 1.5 V 29K KM Warranty Till 2026,71800.0,Used,27499,,1498.0,Honda,CITY
2021 [JBL-4CAM-DIM-BSM]Toyota VELLFIRE 2.5 G/EYES,208000.0,Recon,17499,,2494.0,Toyota,VELLFIRE
2011 Honda CIVIC 2.0 i-VTEC (A) FREE WARRANTY,42800.0,Used,97499,2011.0,1998.0,Honda,CIVIC
2019 Toyota VELLFIRE 2.5 ZG (A)UNREG-7 YR WARRANTY,194000.0,Recon,57499,,2493.0,Toyota,VELLFIRE
2025 Perodua AXIA AV MY23 D74A (A),49500.0,New,2499,,998.0,Perodua,AXIA
2020 Proton X70 TGDI PREMIUM 2WD 1.8L (A) FULLSPEC,57800.0,Used,82499,2020.0,1799.0,Proton,X70
2025 Perodua BEZZA 1.3 X MY16 FACELIFT (A),43980.0,New,2499,,1329.0,Perodua,BEZZA
2025 Perodua BEZZA G MY16 FACELIFT (A),36580.0,New,2499,,998.0,Perodua,BEZZA
2018 Ford RANGER 2.0 XLT 4wd (A) 74k low mileage,65800.0,Used,72499,2018.0,1998.0,Ford,RANGER
2021 Toyota ALPHARD 2.5 SC (A),235000.0,Recon,32499,,2493.0,Toyota,ALPHARD
2014 Perodua MYVI 1.3 SE ZHS (A),21000.0,Used,87499,2014.0,1298.0,Perodua,MYVI
2015 Mazda 3 1.6 SPORT (SEDAN) (A),34000.0,Used,124999,2015.0,1598.0,Mazda,3
2020 Toyota ALPHARD 2.5 SC (A),245000.0,Recon,27499,,2493.0,Toyota,ALPHARD
2020 Perodua MYVI 1.5 H (A),43800.0,Used,32499,2020.0,1496.0,Perodua,MYVI
2016 Perodua MYVI 1.5 SE FACELIFT (A),38800.0,Used,72499,2016.0,1495.0,Perodua,MYVI
2025 Perodua AXIA X MY23 D74A (A),40000.0,New,2499,,998.0,Perodua,AXIA
2020 Toyota VIOS 1.5 G (A)FULL SPEC/LOW MILEAGE,58800.0,Used,72499,2020.0,1496.0,Toyota,VIOS
2018 Perodua MYVI 1.5 H (A)CONVERT EXHAUST/BODTKIT,37800.0,Used,92499,2018.0,1496.0,Perodua,MYVI
2021 Lexus RX300 F SPORT 2.0L (A) FREE 6 WARRANTY.,275000.0,Recon,37499,,1998.0,Lexus,RX300
2018 Honda CIVIC 1.5 TC-PREMIUM F/SR WARANTY HOT,87800.0,Used,92499,2018.0,1498.0,Honda,CIVIC
Toyota VELLFIRE 3.5 EXECUTIVE LOUNGE (A) MAX LOAN!,132800.0,Used,92499,,3456.0,Toyota,VELLFIRE
2006 Honda CITY 1.5 i-DSI(A) CAR KING CASH BUYER!!,10600.0,Used,134999,,1496.0,Honda,CITY
2020 Perodua AXIA 1.0 STYLE(A) LIMITED UNIT! HOT!!,29800.0,Used,52499,,998.0,Perodua,AXIA
2025 Honda HR-V 1.5 All Model,110000.0,New,2499,,1498.0,Honda,HR-V
2009 Toyota WISH 1.8 S (A),45800.0,Used,87499,,1797.0,Toyota,WISH
2021 Toyota C-HR 1.2 GT TURBO MODELLISTA,147000.0,Recon,12499,,1197.0,Toyota,C-HR
2020 4059 Mercedes Benz A180 1.3 AMG (CBU) (A),165000.0,Recon,17499,,1332.0,Mercedes,Benz
Toyota HARRIER 2.0 Z JBL 4CAM FULL SPEC 5A 5A 2023,213000.0,Recon,7499,,1986.0,Toyota,HARRIER
2025 Honda CITY 1.5 Sedan Dan Hatchback,80000.0,New,2499,,1498.0,Honda,CITY
2025 Perodua MYVI 1.5 H FACELIFT (A) FAST STOCK,55110.0,New,2499,,1496.0,Perodua,MYVI
2025 Perodua AXIA AV (A) FAST STOCK,49655.0,New,2499,,998.0,Perodua,AXIA
2019 Proton IRIZ 1.3 STANDARD (A) SERVICE RECORD,25800.0,Used,77499,2019.0,1332.0,Proton,IRIZ
2016 Proton PERSONA 1.6 STANDARD (A) REVERSE CAM,20800.0,Used,67499,2016.0,1597.0,Proton,PERSONA
2017 Volkswagen VENTO 1.6 (A) FREE WARRANTY,22800.0,Used,52499,2017.0,1598.0,Volkswagen,VENTO
2012 Volkswagen PASSAT 1.8 SPORT (A) FREE WAARANTY,22800.0,Used,104999,2012.0,1798.0,Volkswagen,PASSAT
2022 Honda CIVIC 2.0 ✨ TYPE R (FL5) Grade 5 A ✨,272001.0,Recon,2499,,1995.0,Honda,CIVIC
Toyota VELLFIRE 2.4 Z PREMIER FULL BROWN 5A 2024,395000.0,Recon,2499,,2393.0,Toyota,VELLFIRE
2017 Honda CITY 1.5 V FACELIFT (A) LED HEADLAMP,42800.0,Used,134999,2017.0,1497.0,Honda,CITY
2019 Mazda CX-5 2.2 D (A) NICE PLATE NUMBER 4444,75800.0,Used,104999,2019.0,2191.0,Mazda,CX-5
2018 Proton X70 1.8 PREMIUM 2WD (A) LEATHER SEATS,46800.0,Used,92499,2018.0,1800.0,Proton,X70
2010 Toyota HARRIER 2.4 (A) 1 OWNER,31800.0,Used,114999,2010.0,2362.0,Toyota,HARRIER
Porsche CAYMAN 718 2.0L (A) HIGH LOAN🔥BEST DEAL,380000.0,Recon,17499,,1988.0,Porsche,CAYMAN
2015 Toyota WISH 1.8 X (A) *NO PROSES FEE/Reg2020,68660.0,Used,104999,2015.0,1797.0,Toyota,WISH
2018 Ford RANGER 2.0 WILDTRAK (A) 4 WHEEL SYSTEM,69800.0,Used,87499,2018.0,1998.0,Ford,RANGER
2020 Toyota ALPHARD 2.5 SC (A) *Full Loan,219660.0,Recon,37499,,2493.0,Toyota,ALPHARD
2016 Ford RANGER 2.2 XLT FACELIFT (A) 4X4,48800.0,Used,104999,2016.0,2198.0,Ford,RANGER
